lihkkolohku	lykketall	onnenluku
ráđđádallangeatnegasvuohta	ráđđádallangeatnegasvuohta	
rámisvuohta	rámisvuohta	
ráidovázzin	ráidovázzin	
ráddjehus	ráddjehus	
ruovttudivššár	hjemmepleier	
ruksesrussa	ruksesrussa	
riddolávdegoddi	riddolávdegoddi	
reahkkát	reahkkát	
rave	rave	
premissa	premiss	
pateanta	pateanta	
ovdánahttinprográmma	ovdánahttinprográmma	
ovddidanprošeakta	utviklingsprosjekt	
oskkoldat	oskkoldat	
orda	skoggrense	
oljodoaibma	oljodoaibma	
olgoeallin	olgoeallin	
olggosaddi	olggosaddi	
oktavuođaolmmoš	oktavuođaolmmoš	
oažži	kjøtt	
oahpponeavvoprošeakta	læremiddelprosjekt	
oahpaheddjiidlihttu	oahpaheddjiidlihttu	
nárri	nárri	
nuoraidprošeakta	ungdomsprosjekt	
norggameasttirgilvu	norggameasttirgilvu	
njuorjjobivdu	njuorjjobivdu	
nigá	nigá	
našunálamusea	našunálamusea	
mánáidgilvu	mánáidgilvu	
máilmmimeasttirgilvu	máilmmimeasttirgilvu	
musihkkaprográmma	musihkkaprográmma	
miellabuohcci	miellabuohcci	
mielaeaktu	mielaeaktu	
meny	meny	
mekanisma	mekanisme	
mediafága	mediafága	
meannudanvuohki	meannudanvuohki	
meahccebargi	meahccebargi	
luossamálli	luossamálli	
luonddusuodjaleapmi	luonddusuodjaleapmi	
lonuhus	substitutt	
lohkanleaira	lohkanleaira	
loddevirus	loddevirus	
loahppaáigi	loahppaáigi	
lasseárvodiva	lasseárvodiva	
koreografiija	koreografi	
konverterenprográmma	konverterenprográmma	
konsuleantafitnodat	konsuleantafitnodat	
kombinašuvdna	kombinasjon	
kolonialisma	kolonialisme	
klassihkar	klassihkar	
juovlamállásat	juovlamállásat	
johttisámesearvi	johttisámesearvi	
jienastanbáiki	jienastanbáiki	
jealbma	hjelm	
jeaggegeahči	jeaggegeahči	
internáhttaskuvla	internáhttaskuvla	
indialaš	indialaš	
hárre	hárre	
huksenbáiki	huksenbáiki	
hearvásvuohta	hearvásvuohta	
hearvabáddi	hearvabáddi	
heaisa	heis	
heahtebuohcci	heahtebuohcci	
guollečáhci	guollečáhci	
guollehivvodat	guollehivvodat	
gođđin	gođđin	
gonagasgilvu	gonagasgilvu	
goaivunmašiidna	gravemaskin	
girdibileahtta	flybillett	
gilvočuoigan	gilvočuoigan	
giellaprográmma	giellaprográmma	
giellaplána	giellaplána	
giehtagiera	giehtagiera	
geigejupmi	geigejupmi	
geargi	geargi	
galbmagráda	galbmagráda	
fágagelbbolašvuohta	fágagelbbolašvuohta	
friijabeaivi	friijabeaivi	
fidnooahppu	fidnooahppu	
eatnanhearrá	landshøvding	
eanandoallodirektevra	eanandoallodirektevra	
eamiálbmotperspektiiva	urfolksperspektiv	
dásseárvoministtar	dásseárvoministtar	
dánsunvuohki	dánsunvuohki	
dálvesiivu	vinterføre	
dálvegeaidnu	dálvegeaidnu	
dáiddársearvi	dáiddársearvi	
dáhkádusortnet	dáhkádusortnet	
dynamihtta	dynamihtta	
dutkaninstituhtta	dutkaninstituhtta	
duopmobeaivi	duopmobeaivi	
duodjemáhttu	duodjemáhttu	
dragrace	dragrace	
dohkálašvuohta	tjenlighet	
divššohat	divššohat	
dilihisvuohta	travelhet	
dihtorvuogádat	dihtorvuogádat	
diehtojuohkinráđđeaddi	diehtojuohkinráđđeaddi	
diehtojuohkinkantuvra	diehtojuohkinkantuvra	
dekára	dekára	
dearvvašvuođahoavda	dearvvašvuođahoavda	
bátnedikšunčálli	bátnedikšunčálli	
bálli	bálli	
bádja	vadmel	
byråkráhtta	byråkráhtta	
buđetbealdu	potetåker	
buvttadanfitnodat	produksjonsbedrift	
buvku	tollekniv	
bussáčivga	bussáčivga	
buollinalárbma	brannalarm	
bohccobiergomárkan	bohccobiergomárkan	
boazoguohtunkonvenšuvdna	boazoguohtunkonvenšuvdna	
boazodoallokongreassa	boazodoallokongreassa	
birri	birri	
biilavuodjin	bilkjøring	
biebmománná	fosterbarn	
biebmofága	biebmofága	
bearašsuodjalus	bearašsuodjalus	
b-joavku	b-joavku	
atomafápmorusttet	atomafápmorusttet	
ambišuvdna	ambišuvdna	
allaskuvlalektor	allaskuvlalektor	
Vilgesvárri	Vilgesvárri	
Stállobákti	Stállobákti	
Stuorrageađgi	Stuorrageađgi	
Máhtebeaivi	Máhtebeaivi	
Justis	Justis	
Dearvvašvuođadirektoráhta	Dearvvašvuođadirektoráhta	
Beazejeaggi	Beazejeaggi	
Beahcegealli	Beahcegealli	
Alfa	Alfa	
AV-foanda	AV-foanda	
čuovgapeara	lyspære	
šaddadeapmi	šaddadeapmi	
árbevirolašvuohta	árbevirolašvuohta	
áhčáš	kjære_far	
várdu	utsiktsplass	
válgačoahkkin	valgmøte	
válgasátta	válgasátta	
válgadutki	válgadutki	
váldováttisvuohta	váldováttisvuohta	
váibmoláđisvuohta	váibmoláđisvuohta	
vuođđobálvalus	vuođđobálvalus	
vuođuštus	begrunnelse	
vuosttašgeardi	vuosttašgeardi	
veahkkeguovddáš	veahkkeguovddáš	
tákse	tákse	
typográfa	typograf	
tullja	tull	
teáhterallaskuvla	teáhterallaskuvla	
tennjet	tegning	
tennjet	tegne	
sámegielgeavaheapmi	sámegielgeavaheapmi	
sáiti	spyd	
sáddejeaddji	sáddejeaddji	
syndroma	syndrom	
suoidnešaddu	suoidnešaddu	
stáhtalahttu	stáhtalahttu	
spáiddarráidu	spáiddarráidu	
sosiálabargi	sosiálabargi	
smávvaskuvla	smávvaskuvla	
skuvladuođaštus	skolevitnemål	
sihkkeltrimma	sihkkeltrimma	
sigøynar	sigøynar	
seaivunsuodji	seaivunsuodji	
sabetvuodjin	sabetvuodjin	
ráisalaš	ráisalaš	
ráinnasvuohta	ráinnasvuohta	
russaáigi	russaáigi	
ruossalasvuohta	ruossalasvuohta	
roavvi	brent_mark_med_ungskog	
roassojoavku	roassojoavku	
rievdadusevttohus	rievdadusevttohus	
rekvisišuvdna	rekvisisjon	
raportevra	raportevra	
prošeaktamielbargi	prošeaktamielbargi	
profešuvdna	profesjon	
porno	porno	
politiijastašuvdna	politiijastašuvdna	
poava	poava	
parola	parola	
parafiidna	parafin	
pakistánalaš	pakistánalaš	
paintball	paintball	
ovttajienalašvuohta	enstemmighet	
ovddádus	ovddádus	
ovdanahttinfoanda	utviklingsfond	
ovdahistorjá	forhistorie	
operatiivavuogádat	operatiivavuogádat	
olmmošlohkan	olmmošlohkan	
oassebealle	oassebealle	
nuppástuhttinbargu	nuppástuhttinbargu	
nuoskkidanbearráigeahčču	nuoskkidanbearráigeahčču	
njuorjjonáhkki	njuorjjonáhkki	
niesteseahkka	niesteseahkka	
nanusvuohta	nanusvuohta	
nammadanlávdegoddi	nammadanlávdegoddi	
márkangeaidnu	márkangeaidnu	
mánáidoadju	barnetrygd	
muossi	muossi	
muorraguolli	muorraguolli	
miidnalihkohisvuohta	miidnalihkohisvuohta	
mearreáigi	termin	
mapuche	mapuche	
luondduviessu	luondduviessu	
luonddugovva	naturbilde	
luonddubuvtta	luonddubuvtta	
luhtehas	luhtehas	
loahpparaporta	loahpparaporta	
liŋka	link	
litteratuvra	litteratur	
lappilaš	lappilaš	
kvalifikašuvdna	kvalifikasjon	
konteaksta	kontekst	
kabaréa	kabaréa	
juovlabásár	juovlabásár	
jorribiegga	jorribiegga	
johtaleaddji	johtaleaddji	
joatkkaskuvlaoahppi	joatkkaskuvlaoahppi	
jietnadat	jietnadat	
jiekŋagalmmas	jiekŋagalmmas	
iđđesidja	tidlig_morgen	
iđđesbeaivi	iđđesbeaivi	
iđitidja	iđitidja	
instánsa	instánsa	
industriijariika	industriijariika	
huksendoaibma	huksendoaibma	
homo	homo	
historihkar	historihkar	
gávnnadeapmi	gávnnadeapmi	
gálvobiila	varebil	
gádjunsearvi	gádjunsearvi	
guovddášfestivála	guovddášfestivála	
guolástanministtar	guolástanministtar	
goahtegeret	goahtegeret	
goahteeaiggát	goahteeaiggát	
giellaovddideapmi	giellaovddideapmi	
gielladikšun	språkrøkt	
gieldinriekti	vetorett	
geassefestivála	geassefestivála	
fágagirječálli	fágagirječálli	
fylkkarádji	fylkkarádji	
funkšuvdna	funksjon	
fotogovva	fotogovva	
fossiila	fossil	
fora	fora	
fitnodateaiggát	fitnodateaiggát	
elliidsuodjaluslávdegoddi	elliidsuodjaluslávdegoddi	
eatnanvuloš	eatnanvuloš	
earrebivdu	earrebivdu	
eananvuovdinkantuvra	eananvuovdinkantuvra	
eanahálddahus	eanahálddahus	
eamibáikenamma	eamibáikenamma	
e-skuvla	e-skuvla	
dásseárvoplána	dásseárvoplána	
dutkanmátki	dutkanmátki	
duottargirku	duottargirku	
duhátjahkemolsun	duhátjahkemolsun	
dohkkáteáhter	dukketeater	
doalloviessu	doalloviessu	
divodanbargu	divodanbargu	
divatgáibádus	divatgáibádus	
dipmaduodji	tekstilforming	
diktalohkan	diktalohkan	
diibmolohku	diibmolohku	
dienasgáldu	dienasgáldu	
dekoder	dekoder	
cealkinfriddjavuohta	cealkinfriddjavuohta	
buresbirgen	buresbirgen	
boazoeallu	reinflokk	
boasttudiehtu	boasttudiehtu	
boarrásiidfuolahus	boarrásiidfuolahus	
bivttasčájeheapmi	bivttasčájeheapmi	
biebmoguolli	biebmoguolli	
beaiveborran	beaiveborran	
bargolohpi	arbeidstillatelse	
atnubierggas	bruksgjenstand	
anársámegiella	anársámegiella	
alkoholavuovdin	alkoholavuovdin	
TV-geahčči	TV-geahčči	
Suolojávri	Suolojávri	
Rávgoš-teáhter	Rávgoš-teáhter	
R-čuoivvat	R-čuoivvat	
Nábárdállu	Nábárdállu	
Garrajohka	Garrajohka	
Finnmárkoláhka-árvalus	Finnmárkoláhka-árvalus	
Dorvonjárga	Dorvinjarga	
Bátneduottar	Bátneduottar	
Biera-ránnjá	Biera-ránnjá	
čállinváttisvuohta	čállinváttisvuohta	
čállingilvu	skrivekonkurranse	
čáhcepumpa	čáhcepumpa	
šuokŋadahkki	šuokŋadahkki	
čoarvegiella	lassoring_av_horn	
Čearretnuorri	Čearretnuorri	
čanastupmi	čanastupmi	
čalbmeravkaleapmi	øyeblikk	
álgooahppu	álgooahppu	
álbmotválljen	álbmotválljen	
áigeplána	tidsskjema	
áicilvuohta	konsentrasjonsevne	
váret	váret	
vuovdnáivuohta	grådighet	
vuotnagáddi	vuotnagáddi	
vuoiŋŋašvardin	vuoiŋŋašvardin	
vuoigatvuođaministtar	vuoigatvuođaministtar	
viššalvuohta	viššalvuohta	
veto	veto	
verddebearaš	verddebearaš	
vehádat	vehádat	
veardádus	sammenligning	
valáštallanfága	valáštallanfága	
valuhtta	valuhtta	
turistajohtolat	turistajohtolat	
tribuna	tribuna	
teáhterkursa	teáhterkursa	
termiidna	termiidna	
telefonnummár	telefonnummár	
sámevahkku	sámevahkku	
sámefilbma	sámefilbma	
sámediggebušeahtta	sámediggebušeahtta	
stáhtaásahus	stáhtaásahus	
stuorragávpot	stuorragávpot	
stuorradiggeáigodat	stuorradiggeáigodat	
spealla	spill	
sorjjasmeahttunvuohta	sorjjasmeahttunvuohta	
skuvlaárgabeaivi	skuvlaárgabeaivi	
skuvlaoabbá	klassekamerat	
skuvlaláhka	skuvlaláhka	
sisabeassan	sisabeassan	
sierravuoigatvuohta	særrettighet	
senáhtta	senat	
ruŋgu	skrott	
ruovttudikšu	ruovttudikšu	
rumbomátki	rumbomátki	
rievssatgárdun	rievssatgárdun	
riddár	riddár	
reahkká	reahkká	
predáhtor	predáhtor	
poeaŋŋa	poeaŋŋa	
poastabálvalus	poastabálvalus	
ovttaárvosašvuohta	ovttaárvosašvuohta	
ovddasmanni	ovddasmanni	
ornitologa	ornitologa	
oaivesuodji	hodebeskyttelse	
oahppodássi	oahppodássi	
oahpaheaddjilihttu	oahpaheaddjilihttu	
oahpaheaddjevirgi	oahpaheaddjevirgi	
oahpaheaddjestudeanta	oahpaheaddjestudeanta	
návetdoallu	fjøsdrift	
náste	náste	
nuoraidluohkká	nuoraidluohkká	
njuovvanplána	njuovvanplána	
nissonfinála	nissonfinála	
niiberávdi	niiberávdi	
neahttabáŋku	neahttabáŋku	
namsmánni	namsmánni	
máŋggagielatvuohta	máŋggagielatvuohta	
mánávovdna	mánávovdna	
máhcci	máhcci	
morráneapmi	morráneapmi	
mihttár	måler	
mihcamáreahket	mihcamáreahket	
miesseproseanta	miesseproseanta	
mielleravda	elvemelkant	
mielkebuvttadeapmi	mielkebuvttadeapmi	
maŋŋegeahči	maŋŋegeahči	
majora	majora	
láhkarievdadeapmi	láhkarievdadeapmi	
logihkka	logikk	
loahppavahkku	loahppavahkku	
liggenrusttet	fyringsanlegg	
lahppu	brunskjegg	
lagašbiras	nærmiljø	
kummalohkki	kumlokk	
kulturgelbbolašvuohta	kulturgelbbolašvuohta	
kruvdnaprinsabárra	kruvdnaprinsabárra	
kriisa	kriisa	
kreativitehta	kreativitet	
kontainer	kontainer	
kommunisma	kommunisme	
juovlaloahpaheapmi	juovlaloahpaheapmi	
juovlabádji	juovlabádji	
johtolatministtar	johtolatministtar	
inkásso	inkásso	
improvisašuvdna	improvisasjon	
importa	importa	
hámádat	profil	
hámat	hámat	
huksenávdnasat	byggemateriale	
herven	ornamentikk	
heastabeaivi	heastabeaivi	
heammástus	heammástus	
heahpatvuohta	heahpatvuohta	
gávpotgilvu	gávpotgilvu	
gávnnahus	gávnnahus	
gáfegohppu	gáfegohppu	
guolástanfanas	guolástanfanas	
goziheaddji	goziheaddji	
gonne	hvor	
goldin	drivgarnfiske	
goahppil	røy	
girkostohpu	girkostohpu	
girkosearvi	girkosearvi	
girkobassi	girkobassi	
gilvoluohkká	gilvoluohkká	
giellaprofessor	giellaprofessor	
giellagelbbolašvuohta	giellagelbbolašvuohta	
geologiija	geologi	
geaidnolágádus	geaidnolágádus	
fáŋgavuohta	fangenskap	
fápmogižžu	fápmogižžu	
fáddábeaivi	fáddábeaivi	
fylkkabellodat	fylkesparti	
foanta	foanta	
eváhku	eváhku	
eallingeaidnu	eallingeaidnu	
dávdamearka	symptom	
dállodoalli	dállodoalli	
dutkandoaibma	dutkandoaibma	
duodjeorganisašuvdna	duodjeorganisašuvdna	
dolgevuoggabivdi	dolgevuoggabivdi	
doaibmaprográmma	doaibmaprográmma	
dikšunruoktu	pleiehjem	
deaksta	deaksta	
darfi	torv	
dapmi	dapmi	
comeback	comeback	
cealkin	cealkin	
báddegeahči	báddegeahči	
bušeahttameannudeapmi	bušeahttameannudeapmi	
buđaldeapmi	buđaldeapmi	
buvdaeaiggát	buvdaeaiggát	
buozalmasjávkan	buozalmasjávkan	
buohccidivššároahppu	buohccidivššároahppu	
boazodoallomáhttu	boazodoallomáhttu	
bivttashábmen	kostymedesign	
birgenvejolašvuohta	birgenvejolašvuohta	
biergovuovdin	biergovuovdin	
beaivváškonsearta	beaivváškonsearta	
badjáneapmi	badjáneapmi	
assi	assi	
Vuotnasiida	Sjøvegan	
TV-dokumentára	TV-dokumentára	
Sálašoaivi	Tromsdalstinden	
Skáidejávri	Skáidejávri	
OFFA-joavku	OFFA-joavku	
Njukčajávri	Njukčajávri	
EU-njuolggadus	EU-njuolggadus	
EM-gilvu	EM-gilvu	
DSF-visti	DSF-visti	
čuoru	moltekart	
čoska	vedkubbe	
čatnašupmi	čatnašupmi	
árvvoštallannákca	dømmekraft	
árvvasvuohta	árvvasvuohta	
álbmotakšuvdna	folkeaksjon	
ággi	ággi	
Áravuopmi	Vassdalen	
váldoprošeakta	hovedprosjekt	
váldokonsearta	váldokonsearta	
váiggas	váiggas	
váiddaášši	klagesak	
vuođđoášši	vuođđoášši	
vuođđoeaktu	grunnforutsetning	
vuoššan	vuoššan	
vitsa	vits	
viisa	viisa	
veaigebeaivi	veaigebeaivi	
veahkkeásahus	hjelpeinterventient	
ustitvuođasearvi	ustitvuođasearvi	
terapevta	terapevta	
sárggá	vedteig	
sálašdiehtu	sálašdiehtu	
suodjalusbálvalus	suodjalusbálvalus	
speaker	speaker	
sosiálaveahkki	sosiálaveahkki	
sosiálaossodat	sosiálaossodat	
smávvafitnodat	smávvafitnodat	
skuvlaossodat	skuvlaossodat	
skelbmošeapmi	lureri	
seaidneguorra	seaidneguorra	
rákkas	sovetelt	
ráfišiehtadus	ráfišiehtadus	
riidensearvi	riidensearvi	
riektačállin	riektačállin	
prošeaktaáigodat	prošeaktaáigodat	
prošeaktavirgi	prošeaktavirgi	
primus	primus	
preassaláhka	preassaláhka	
polárajahki	polárajahki	
ođđadállu	ođđadállu	
ođasmahttinbargu	ođasmahttinbargu	
ovttasbargovuoigŋa	ovttasbargovuoigŋa	
ostu	ostu	
olmmošvallji	olmmošvallji	
olgomusea	olgomusea	
olgobeaivi	olgobeaivi	
olgešgiehta	høyrehand	
oaidnámuš	oaidnámuš	
oahpahuslihttu	oahpahuslihttu	
oahpaheaddjistudeanta	oahpaheaddjistudeanta	
nuppástuhttinstivra	nuppástuhttinstivra	
nuppástuhttinproseassa	nuppástuhttinproseassa	
nuoraidfoanda	nuoraidfoanda	
nostalgiija	nostalgi	
nominašuvdnaproseassa	nominašuvdnaproseassa	
njunneráigi	nesebor	
nissonforum	nissonforum	
mátkejoavku	mátkejoavku	
máidnu	máidnu	
máddodat	máddodat	
musihkkafálaldat	musihkkafálaldat	
moski	innelukket_sted	
mohtorfievroláhka	mohtorfievroláhka	
mohtorcrossa	mohtorcrossa	
moallasárggis	målstrek	
miljovdnabealli	miljovdnabealli	
mieleaiggát	medeier	
melodiija	melodi	
mekanihkka	mekanikk	
meahcástanstivra	meahcástanstivra	
luossageaidnu	luossageaidnu	
luonddugáhttenguovlu	luonddugáhttenguovlu	
luonddubálggis	natursti	
logaldat	logaldat	
loddebivdu	loddebivdu	
lodda	lodd	
liehkku	liehkku	
kulturčálli	kulturčálli	
kulturmuitosuodjalus	kulturmuitosuodjalus	
kulturgaskkusteapmi	kulturgaskkusteapmi	
konsešuvdnaortnet	konsešuvdnaortnet	
komposišuvdna	komposisjon	
keramihkka	keramikk	
katolalaš	katolalaš	
kantiina	kantiina	
jurddamáilbmi	tankeverden	
juovlačiekčamat	juovlačiekčamat	
juovladovdu	juovladovdu	
jođihanvuohki	jođihanvuohki	
jođihandoarjja	flyttestønad	
jorran	omdreiing	
johtolatplána	trafikkplan	
johkaráigi	johkaráigi	
illustrašuvdnagovva	illustrašuvdnagovva	
hárjehallanbáiki	hárjehallanbáiki	
horsta	strie	
homofoba	homofoba	
heroiidna	heroin	
guvllárláhka	guvllárláhka	
guolástandepartemeanta	guolástandepartemeanta	
guollestivra	guollestivra	
guolleindustriija	guolleindustriija	
gulahallanhoavda	gulahallanhoavda	
gudnemiellahttu	æresmedlem	
gođđansadji	gođđansadji	
girkuidgaskasaš	girkuidgaskasaš	
girjedoallu	bokføring	
giellabiras	giellabiras	
gielddaidgaskasaš	gielddaidgaskasaš	
geasuheaddjivuohta	geasuheaddjivuohta	
geassebáiki	geassebáiki	
geaidnočuovga	gatelys	
geahččanguovlu	perspektiv	
gaskaskuvla	gaskaskuvla	
gaskamearalaš	gaskamearalaš	
friddjaskuvla	friddjaskuvla	
fikšunfilbma	fikšunfilbma	
fiila	fil	
elektronihkka	elektronikk	
ekonomiijastivren	ekonomiijastivren	
eatnanspáppastallan	eatnanspáppastallan	
eamiálbmotsona	eamiálbmotsona	
ealgalohkan	ealgalohkan	
dássehisvuohta	ubalanse	
dárogielsátni	dárogielsátni	
dárkkástus	kontroll	
dálveráidu	dálveráidu	
dálkerievdan	dálkerievdan	
dáler	dáler	
dáiddaprošeakta	dáiddaprošeakta	
dáiddamáilbmi	dáiddamáilbmi	
dustehus	dustehus	
dramatihkkár	dramatiker	
dolgevuoggastággu	dolgevuoggastággu	
doarjjasearvi	doarjjasearvi	
diđolašvuohta	bevissthet	
disponeanta	disponeanta	
diskeahtta	diskett	
diehtogihpa	diehtogihpa	
dearvvašvuođastašuvdna	dearvvašvuođastašuvdna	
crossašillju	crossašillju	
bážus	bážus	
bárehuoš	halvvoksen_gutt	
báktegovva	báktegovva	
buollinčáskadanhoavda	buollinčáskadanhoavda	
buollinsivva	buollinsivva	
boraspirekonsuleanta	boraspirekonsuleanta	
borasdávdasearvi	borasdávdasearvi	
bodnečáhci	bodnečáhci	
boazosearvi	boazosearvi	
boazopolitiijahoavda	boazopolitiijahoavda	
boazodoallokonferánsa	boazodoallokonferánsa	
boatka	avsmalning	
boasttuáddejupmi	boasttuáddejupmi	
boasttugeavaheapmi	boasttugeavaheapmi	
bileahttavuovdin	billettsalg	
bileahttahaddi	bileahttahaddi	
beassášcrossa	beassášcrossa	
bearašášši	bearašášši	
bearašsuodjalanguovddáš	bearašsuodjalanguovddáš	
bearašdoallu	bearašdoallu	
beallehaddi	beallehaddi	
bealdodállu	bealdodállu	
bargogiella	bargogiella	
bajásšaddaneaktu	bajásšaddaneaktu	
arvu	arvu	
areálageavaheapmi	arealdisponering	
alitskálžu	alitskálžu	
Vuoksá	Vuoksá	
Suolonuorri	Suolonuorri	
Stuorrajávri	Stuorrajávri	
Stoltenberg-ráđđehus	Stoltenberg-ráđđehus	
SM-cup	SM-cup	
Ofelaš-filbma	Ofelaš-filbma	
Nuortamearra	Østersjøen	
Láilá-filbma	Láilá-filbma	
Lábbájohka	Lábbájohka	
Ikon	Ikon	
Idol-gilvu	Idol-gilvu	
Gidni	Gidni	
EU-prošeakta	EU-prošeakta	
DNM-gilvu	DNM-gilvu	
DAB-rádio	DAB-rádio	
Badjenjárga	Badjenjárga	
AMK-guovddáš	AMK-guovddáš	
čázit	čázit	
šála	šála	
čáhcerevre	čáhcerevre	
čoahkkinoasseváldi	čoahkkinoasseváldi	
čikŋodat	dybde	
šibitdoalli	šibitdoalli	
časkkis	fiskestykke	
šaddogárdi	šaddogárdi	
áššegirji	áššegirji	
áibmonuoskkideapmi	áibmonuoskkideapmi	
Álddesjávri	Altevatnet	
váldovisti	váldovisti	
váivván	stakkar	
váhnenlávdegoddi	váhnenlávdegoddi	
váffelgáhkku	váffelgáhkku	
vádjoleapmi	vádjoleapmi	
vuovdebuollin	vuovdebuollin	
virgenamahus	virgenamahus	
viessovuovdi	viessovuovdi	
veahkkeneavvoguovddáš	hjelpemiddelsentral	
veahkkeapparáhtta	veahkkeapparáhtta	
turistadoaibma	turistadoaibma	
teknihkar	teknihkar	
sushi	sushi	
stáđisvuohta	stabilitet	
stáhtadieđa	stáhtadieđa	
stoffa	stoff	
stipeandaruhta	stipeandaruhta	
stand-up	stand-up	
spinning	spinning	
soađiáigi	soađiáigi	
smiehttamuš	tenking	
skábmaáigi	skábmaáigi	
skuvladirektevra	skuvladirektevra	
sisáibmu	inneklima	
servvodatfága	servvodatfága	
seastu	seastu	
ránskalaš	ránskalaš	
rámmaplána	rammeplan	
ráigespábba	ráigespábba	
ráidovuodjin	kolonnekjøring	
rábies	rábies	
rytma	rytme	
roavku	hulrom_under_is	
riikkastivralahttu	riikkastivralahttu	
riektesuodjalus	rettsbeskyttelse	
rabasčoahkkin	rabasčoahkkin	
pyramiida	pyramide	
poehta	poet	
plakáhtta	plakáhtta	
penšunortnet	penšunortnet	
ođđajageruohtta	ođđajageruohtta	
ovdačoahkkin	ovdačoahkkin	
ovdabealle	ovdabealle	
operašuvdnahoavda	operašuvdnahoavda	
olmmošoaidnu	olmmošoaidnu	
oljohaddi	oljohaddi	
observatevra	observatevra	
oaidnaleapmi	gjensyn	
oaggunsearvi	oaggunsearvi	
nuortasiida	nuortasiida	
nuortalaškulturfoanda	nuortalaškulturfoanda	
njuollageahči	njuollageahči	
njuikenluohkká	njuikenluohkká	
máŋggaláganvuohta	máŋggaláganvuohta	
márkanastinhoavda	márkanastinhoavda	
máilmmibeaivi	máilmmibeaivi	
máfia	máfia	
musihkkafága	musikkfag	
muitalusboddu	eventyrstund	
maras	høydedrag_med_skog	
magnehta	magnet	
lávdehábmen	scenografi	
láiri	láiri	
láireduvvá	láireduvvá	
luonddudoallu	luonddudoallu	
luomečoaggi	luomečoaggi	
lossamiella	depresjon	
loahppavuodjin	loahppavuodjin	
kurdar	kurdar	
kulturstipeanda	kulturstipeanda	
kulturseminára	kulturseminára	
kulturmuitofoanda	kulturmuitofoanda	
kulturinstitušuvdna	kulturinstitušuvdna	
kulturdieđáhus	kulturdieđáhus	
kapasiteahtta	kapasitet	
justitiárius	justitiárius	
juryovdaolmmoš	juryovdaolmmoš	
jurie	jurie	
jođiheaddjivirgi	jođiheaddjivirgi	
journála	journal	
johtolatlihkuhisvuohta	trafikkulykke	
jaggi	jaggi	
integriteahtta	integriteahtta	
ikona	ikona	
iešárvu	selvaktelse	
hárji	manke	
harmoniija	harmoni	
gándamánná	gándamánná	
gáhttavuodjin	gáhttavuodjin	
guovdajohtolat	guovdajohtolat	
guolástusdirektoráhtta	guolástusdirektoráhtta	
guolenáhkki	fiskeskinn	
gumme	gumme	
gulaskuddanorgána	gulaskuddanorgána	
gođđosadji	gyteplass	
gođđobáiki	gođđobáiki	
gollevuoiti	gollevuoiti	
gollesuorpmas	gollesuorpmas	
gohttenbáiki	gohttenbáiki	
girječálliidsearvi	girječálliidsearvi	
gilomehter	kilometer	
giellateknologiija	språkteknologi	
giellaovdánahttin	giellaovdánahttin	
giellakafea	giellakafea	
gielladutkan	gielladutkan	
gearjideaddji	gearjideaddji	
gažaldatmearka	gažaldatmearka	
fápmolinjá	fápmolinjá	
fylkkaluodda	fylkesveg	
filosofa	filosof	
figgamuš	figgamuš	
festiválamanni	festiválamanni	
ensemble	ensemble	
elfápmolinjá	elfápmolinjá	
elektrihkar	elektrihkar	
eanadoallošiehtadallan	eanadoallošiehtadallan	
